VariationID,VCV,RS# (dbSNP)_new,Gene,Submitter,date_old,ClinicalSignificance_old,ClinicalSignificance_old_norm,date_new,ClinicalSignificance_new,ClinicalSignificance_new_norm,SCV_old,SCV_new,change_type,citation_pmids,citation_count
1325661,VCV001325661,2154276206,BRCA1,"CONFLICT: National Health Laboratory Service, Universitas Academic Hospital and University of the Free State",,Multiple interpretations exist,Conflicting interpretations,2021-11-16,Uncertain significance,Uncertain significance,,SCV002025951.1,conflicting_interpretations,['25741868'],1
1325661,VCV001325661,2154276206,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847710.1,conflicting_interpretations,"['31911673', '31911673']",2
1325662,VCV001325662,2154334028,BRCA1,"CONFLICT: National Health Laboratory Service, Universitas Academic Hospital and University of the Free State",,Multiple interpretations exist,Conflicting interpretations,2021-11-16,Uncertain significance,Uncertain significance,,SCV002025961.1,conflicting_interpretations,['25741868'],1
1325662,VCV001325662,2154334028,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848920.1,conflicting_interpretations,"['31911673', '31911673']",2
441379,VCV000441379,1404795980,BRCA1,"CONFLICT: Lupski Lab, Baylor-Hopkins CMG, Baylor College of Medicine",,Multiple interpretations exist,Conflicting interpretations,2024-04-12,Likely benign,Likely benign,,SCV005402497.1,conflicting_interpretations,"['39142283', '34793697', '38645101']",3
481460,VCV000481460,1555592200,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-04-16,Uncertain significance,Uncertain significance,,SCV004536885.2,conflicting_interpretations,['28492532'],1
481460,VCV000481460,1555592200,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846100.1,conflicting_interpretations,"['31911673', '31911673']",2
481461,VCV000481461,397509173,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-06-19,Pathogenic,Pathogenic,,SCV005758807.1,conflicting_interpretations,"['35534704', '35957908', '21769658', '21769658', '28492532']",5
481461,VCV000481461,397509173,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2024-07-31,Likely pathogenic,Likely pathogenic,,SCV000665873.6,conflicting_interpretations,"['34254208', '34413315']",2
1325665,VCV001325665,2154420505,BRCA1,"CONFLICT: National Health Laboratory Service, Universitas Academic Hospital and University of the Free State",,Multiple interpretations exist,Conflicting interpretations,2021-11-16,Uncertain significance,Uncertain significance,,SCV002025998.1,conflicting_interpretations,['25741868'],1
1325665,VCV001325665,2154420505,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849721.1,conflicting_interpretations,"['31911673', '31911673']",2
1325667,VCV001325667,2154472475,BRCA1,"CONFLICT: National Health Laboratory Service, Universitas Academic Hospital and University of the Free State",,Multiple interpretations exist,Conflicting interpretations,2021-11-16,Likely benign,Likely benign,,SCV002026005.1,conflicting_interpretations,['25741868'],1
1325667,VCV001325667,2154472475,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-12-21,Uncertain significance,Uncertain significance,,SCV004394747.2,conflicting_interpretations,['28492532'],1
1325668,VCV001325668,375952040,BRCA1,"CONFLICT: National Health Laboratory Service, Universitas Academic Hospital and University of the Free State",,Multiple interpretations exist,Conflicting interpretations,2022-04-19,Benign,Benign,,SCV002026013.2,conflicting_interpretations,['25741868'],1
1325668,VCV001325668,375952040,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-09-21,Likely benign,Likely benign,,SCV002380015.4,conflicting_interpretations,['28492532'],1
584952,VCV000584952,1567797346,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-10-25,Uncertain significance,Uncertain significance,,SCV003338210.1,conflicting_interpretations,['28492532'],1
584952,VCV000584952,1567797346,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849575.1,conflicting_interpretations,"['31911673', '31911673']",2
209373,VCV000209373,8176213,BRCA1,"CONFLICT: Breakthrough Genomics, Breakthrough Genomics",,Multiple interpretations exist,Conflicting interpretations,2024-09-29,Benign,Benign,,SCV005251032.1,conflicting_interpretations,['25741868'],1
1958921,VCV001958921,2154311804,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846805.1,conflicting_interpretations,"['31911673', '31911673']",2
1958921,VCV001958921,2154311804,BRCA1,"CONFLICT: All of Us Research Program, National Institutes of Health",,Multiple interpretations exist,Conflicting interpretations,2023-05-08,Uncertain Significance,Uncertain significance,,SCV004833853.1,conflicting_interpretations,['25741868'],1
1478400,VCV001478400,80357497,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-10-16,Uncertain significance,Uncertain significance,,SCV002261972.4,conflicting_interpretations,['28492532'],1
1478400,VCV001478400,80357497,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849247.1,conflicting_interpretations,"['31911673', '31911673']",2
209374,VCV000209374,273900734,BRCA1,CONFLICT: GeneKor MSA,,Multiple interpretations exist,Conflicting interpretations,2017-11-01,Benign,Benign,,SCV000693615.1,conflicting_interpretations,['25741868'],1
1961006,VCV001961006,1567797285,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-08-07,Uncertain significance,Uncertain significance,,SCV003000817.3,conflicting_interpretations,['28492532'],1
1961006,VCV001961006,1567797285,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849567.1,conflicting_interpretations,"['31911673', '31911673']",2
1479206,VCV001479206,80357449,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-02-17,Uncertain significance,Uncertain significance,,SCV002260932.4,conflicting_interpretations,['28492532'],1
1479206,VCV001479206,80357449,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847782.1,conflicting_interpretations,"['31911673', '31911673']",2
1962155,VCV001962155,1555589578,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-07-23,Uncertain significance,Uncertain significance,,SCV003002812.3,conflicting_interpretations,['28492532'],1
1962155,VCV001962155,1555589578,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847631.1,conflicting_interpretations,"['31911673', '31911673']",2
2691994,VCV002691994,2154146336,BRCA1,"CONFLICT: Clinical Genetics Laboratory, Skane University Hospital Lund",,Multiple interpretations exist,Conflicting interpretations,2023-12-14,Pathogenic,Pathogenic,,SCV005199716.1,conflicting_interpretations,['25741868'],1
2691994,VCV002691994,2154146336,BRCA1,"CONFLICT: Center for Genomic Medicine, Rigshospitalet, Copenhagen University Hospital",,Multiple interpretations exist,Conflicting interpretations,2025-03-04,Likely pathogenic,Likely pathogenic,,SCV004242813.2,conflicting_interpretations,"['36731462', '25741868']",2
1479230,VCV001479230,2053994698,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846176.1,conflicting_interpretations,"['31911673', '31911673']",2
1479230,VCV001479230,2053994698,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-06-12,Uncertain significance,Uncertain significance,,SCV002264546.4,conflicting_interpretations,['28492532'],1
240771,VCV000240771,876660558,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2019-03-25,Uncertain significance,Uncertain significance,,SCV000682940.3,conflicting_interpretations,['25741868'],1
240771,VCV000240771,876660558,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846133.1,conflicting_interpretations,"['31911673', '31911673']",2
1972548,VCV001972548,2154402184,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849545.1,conflicting_interpretations,"['31911673', '31911673']",2
1972548,VCV001972548,2154402184,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-04-29,Uncertain significance,Uncertain significance,,SCV003017332.3,conflicting_interpretations,['28492532'],1
1479741,VCV001479741,2154489161,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2021-06-21,Uncertain significance,Uncertain significance,,SCV002678908.2,conflicting_interpretations,"['18273839', '26822237']",2
1479741,VCV001479741,2154489161,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847893.1,conflicting_interpretations,"['31911673', '31911673']",2
323420,VCV000323420,886052974,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-12-15,Likely benign,Likely benign,,SCV001595768.5,conflicting_interpretations,['28492532'],1
240772,VCV000240772,878854931,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2018-06-13,Likely benign,Likely benign,,SCV000912074.1,conflicting_interpretations,['25741868'],1
240772,VCV000240772,878854931,BRCA1,"CONFLICT: Women's Health and Genetics/Laboratory Corporation of America, LabCorp",,Multiple interpretations exist,Conflicting interpretations,2022-07-04,Benign,Benign,,SCV001363935.3,conflicting_interpretations,"['19629655', '16267036', '18693280', '19370767']",4
867578,VCV000867578,1301025671,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-12-04,Uncertain significance,Uncertain significance,,SCV001555335.6,conflicting_interpretations,"['30209399', '30209399', '28492532']",3
867578,VCV000867578,1301025671,BRCA1,"CONFLICT: Lupski Lab, Baylor-Hopkins CMG, Baylor College of Medicine",,Multiple interpretations exist,Conflicting interpretations,2024-04-12,Likely Benign,Likely benign,,SCV005402727.1,conflicting_interpretations,"['39142283', '34793697', '38645101']",3
1974842,VCV001974842,2552208552,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-12-27,Uncertain significance,Uncertain significance,,SCV003010173.3,conflicting_interpretations,['28492532'],1
1974842,VCV001974842,2552208552,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851288.1,conflicting_interpretations,"['31911673', '31911673']",2
323421,VCV000323421,886052975,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2017-09-14,Likely benign,Likely benign,,SCV000688631.2,conflicting_interpretations,['25741868'],1
323421,VCV000323421,886052975,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-09-03,Uncertain significance,Uncertain significance,,SCV002184437.4,conflicting_interpretations,"['30209399', '28492532']",2
240773,VCV000240773,878854932,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2020-02-28,Uncertain significance,Uncertain significance,,SCV001349968.2,conflicting_interpretations,['25741868'],1
240773,VCV000240773,878854932,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851350.1,conflicting_interpretations,"['31911673', '31911673']",2
